Julian Day	Latitude	Longitude	Ts
from 1/1/97	(deg)	(deg)	(deg C)

304.0833	75.714	-144.272	-26.091
304.1250	75.713	-144.262	-22.571
304.1667	75.712	-144.250	-20.329
304.2083	75.710	-144.238	-18.681
304.2500	75.710	-144.227	-18.174
304.2917	75.709	-144.217	-17.268
304.3333	75.709	-144.206	-17.244
304.3750	75.710	-144.194	-17.670
304.4167	75.711	-144.182	-16.932
304.4583	75.712	-144.170	-16.436
304.5000	75.714	-144.158	-15.527
304.5417	75.717	-144.144	-15.118
304.5833	75.720	-144.130	-15.066
304.6250	75.723	-144.115	-16.695
304.6667	75.725	-144.100	-17.118
304.7083	75.727	-144.085	-16.800
304.7500	75.728	-144.071	-17.718
304.7917	75.729	-144.058	-17.297
304.8333	75.730	-144.046	
304.8750	75.730	-144.039	-24.482
304.9167	75.731	-144.032	-25.179
304.9583	75.731	-144.024	-25.405
305.0000	75.732	-144.016	-24.449
305.0417	75.733	-144.008	-25.651
305.0833	75.734	-144.001	-25.541
305.1250	75.734	-143.991	-22.360
305.1667	75.735	-143.982	-20.684
305.2083	75.736	-143.972	-19.552
305.2500	75.738	-143.963	-19.220
305.2917	75.740	-143.955	-18.997
305.3333	75.742	-143.949	-18.765
305.3750	75.744	-143.944	-18.249
305.4167	75.746	-143.940	-20.398
305.4583	75.748	-143.937	-23.078
305.5000	75.751	-143.934	-24.182
305.5417	75.753	-143.931	-24.163
305.5833	75.756	-143.928	-23.551
305.6250	75.759	-143.926	-23.297
305.6667	75.763	-143.923	-23.272
305.7083	75.766	-143.921	-21.429
305.7500	75.769	-143.920	-18.547
305.7917	75.772	-143.921	-16.185
305.8333	75.775	-143.922	-17.254
305.8750	75.779	-143.923	-19.860
305.9167	75.783	-143.926	-20.187
305.9583	75.787	-143.929	-17.076
306.0000	75.790	-143.933	-15.079
306.0417	75.795	-143.938	-16.499
306.0833	75.799	-143.942	-14.849
306.1250	75.804	-143.946	-14.412
306.1667	75.808	-143.950	-15.021
306.2083	75.813	-143.955	-15.360
306.2500	75.817	-143.959	-15.970
306.2917	75.822	-143.963	-16.451
306.3333	75.826	-143.967	-16.585
306.3750	75.830	-143.971	-17.072
306.4167	75.834	-143.975	-17.066
306.4583	75.838	-143.978	-18.862
306.5000	75.842	-143.981	-21.559
306.5417	75.846	-143.983	-23.081
306.5833	75.849	-143.985	-22.948
306.6250	75.853	-143.986	-22.752
306.6667	75.857	-143.987	-20.773
306.7083	75.860	-143.988	-19.480
306.7500	75.863	-143.989	-20.499
306.7917	75.866	-143.990	-21.428
306.8333	75.868	-143.991	-22.931
306.8750	75.870	-143.991	-23.303
306.9167	75.873	-143.993	-21.795
306.9583	75.876	-143.996	-19.980
307.0000	75.879	-143.998	-19.365
307.0417	75.882	-144.002	-21.537
307.0833	75.886	-144.004	-23.963
307.1250	75.889	-144.005	-23.904
307.1667	75.892	-144.006	-24.763
307.2083	75.895	-144.006	-24.136
307.2500	75.898	-144.006	-21.458
307.2917	75.901	-144.008	-21.518
307.3333	75.904	-144.009	-23.013
307.3750	75.907	-144.010	-24.552
307.4167	75.909	-144.010	-24.915
307.4583	75.912	-144.011	-24.834
307.5000	75.915	-144.012	-24.089
307.5417	75.917	-144.013	-25.630
307.5833	75.920	-144.013	-26.018
307.6250	75.922	-144.015	-25.628
307.6667	75.924	-144.015	-25.868
307.7083	75.926	-144.016	-26.693
307.7500	75.929	-144.016	-26.784
307.7917	75.931	-144.016	-26.876
307.8333	75.933	-144.016	-26.791
307.8750			-26.733
307.9167	75.937	-144.014	-27.240
307.9583	75.939	-144.013	-26.464
308.0000	75.941	-144.013	-25.476
308.0417	75.942	-144.013	-25.685
308.0833	75.944	-144.013	-25.830
308.1250	75.945	-144.012	-25.819
308.1667	75.946	-144.012	-26.050
308.2083	75.947	-144.012	-26.425
308.2500	75.948	-144.012	-26.778
308.2917	75.949	-144.013	-24.661
308.3333	75.950	-144.015	-21.419
308.3750	75.951	-144.017	-19.948
308.4167	75.952	-144.019	-19.251
308.4583	75.953	-144.021	-18.471
308.5000	75.954	-144.023	-17.745
308.5417	75.955	-144.026	-17.427
308.5833	75.956	-144.029	-16.945
308.6250	75.957	-144.034	-17.076
308.6667	75.958	-144.040	-17.284
308.7083	75.960	-144.048	-17.766
308.7500	75.961	-144.057	-20.430
308.7917	75.963	-144.067	-22.862
308.8333	75.964	-144.078	-25.668
308.8750	75.965	-144.090	-22.393
308.9167	75.967	-144.103	-22.212
308.9583	75.968	-144.115	-20.578
309.0000	75.969	-144.128	-20.242
309.0417	75.970	-144.141	-20.646
309.0833	75.970	-144.155	-21.979
309.1250			-26.305
309.1667	75.971	-144.180	-27.193
309.2083	75.971	-144.192	-28.006
309.2500	75.971	-144.205	-28.152
309.2917	75.970	-144.218	-25.851
309.3333	75.970	-144.230	-27.048
309.3750	75.970	-144.243	-26.699
309.4167	75.969	-144.256	-25.079
309.4583	75.968	-144.270	-25.545
309.5000	75.967	-144.285	-24.880
309.5417	75.966	-144.302	-23.422
309.5833	75.965	-144.321	-19.381
309.6250	75.963	-144.342	-18.041
309.6667	75.962	-144.366	-16.790
309.7083	75.961	-144.395	-16.714
309.7500	75.960	-144.427	-16.582
309.7917	75.959	-144.459	-16.038
309.8333	75.959	-144.492	-16.059
309.8750	75.959	-144.524	-16.144
309.9167	75.960	-144.556	-15.961
309.9583	75.961	-144.586	-16.116
310.0000	75.962	-144.615	-16.195
310.0417	75.964	-144.643	-16.067
310.0833	75.966	-144.671	-16.015
310.1250	75.968	-144.697	-16.041
310.1667	75.970	-144.722	-15.835
310.2083	75.972	-144.747	-15.601
310.2500	75.975	-144.771	-16.065
310.2917	75.977	-144.794	-16.398
310.3333	75.979	-144.817	-16.529
310.3750	75.982	-144.837	-16.556
310.4167	75.984	-144.857	-16.534
310.4583	75.986	-144.874	-16.175
310.5000	75.988	-144.889	-16.332
310.5417	75.990	-144.904	-16.512
310.5833	75.992	-144.918	-16.324
310.6250	75.994	-144.932	-16.312
310.6667	75.995	-144.944	-16.310
310.7083	75.998	-144.956	-16.154
310.7500	76.000	-144.968	-15.842
310.7917	76.002	-144.978	-15.479
310.8333	76.005	-144.987	-14.964
310.8750	76.007	-144.994	-16.227
310.9167	76.009	-145.001	-14.704
310.9583	76.011	-145.010	-14.271
311.0000	76.012	-145.018	-13.963
311.0417			-14.694
311.0833	76.015	-145.038	-15.005
311.1250	76.016	-145.049	-15.037
311.1667	76.017	-145.060	-15.001
311.2083	76.019	-145.072	-14.941
311.2500	76.020	-145.084	-15.723
311.2917	76.022	-145.097	-16.460
311.3333	76.023	-145.108	-16.040
311.3750	76.025	-145.119	-16.347
311.4167	76.026	-145.130	-17.740
311.4583	76.027	-145.140	-18.170
311.5000	76.028	-145.149	-18.322
311.5417	76.029	-145.158	-18.214
311.5833	76.030	-145.167	-17.956
311.6250	76.030	-145.175	-17.628
311.6667	76.031	-145.183	-17.229
311.7083	76.031	-145.192	-17.307
311.7500	76.032	-145.200	-17.727
311.7917	76.033	-145.208	-18.872
311.8333	76.034	-145.216	-20.060
311.8750	76.034	-145.222	-20.883
311.9167	76.035	-145.228	-21.230
311.9583	76.036	-145.232	-21.332
312.0000	76.037	-145.236	-23.762
312.0417	76.038	-145.239	-24.388
312.0833	76.039	-145.242	-25.365
312.1250	76.040	-145.246	-24.093
312.1667	76.041	-145.249	-23.095
312.2083	76.042	-145.252	-22.659
312.2500	76.043	-145.255	-22.177
312.2917	76.045	-145.259	-17.242
312.3333	76.046	-145.262	-15.134
312.3750	76.048	-145.265	-13.879
312.4167	76.050	-145.269	-13.145
312.4583	76.053	-145.272	-12.715
312.5000	76.055	-145.274	-12.416
312.5417	76.058	-145.277	-12.190
312.5833	76.061	-145.279	-12.058
312.6250	76.064	-145.282	-11.641
312.6667	76.067	-145.285	-11.511
312.7083	76.070	-145.289	-11.706
312.7500	76.073	-145.293	-12.676
312.7917	76.076	-145.296	-12.149
312.8333	76.079	-145.300	-12.668
312.8750	76.083	-145.302	-12.647
312.9167	76.086	-145.303	-14.065
312.9583	76.088	-145.301	-16.202
313.0000	76.091	-145.300	-12.760
313.0417	76.093	-145.298	-12.589
313.0833	76.094	-145.295	-13.993
313.1250	76.095	-145.293	-16.798
313.1667			-16.497
313.2083	76.096	-145.288	-15.034
313.2500	76.096	-145.287	-18.059
313.2917	76.097	-145.287	-20.666
313.3333	76.097	-145.287	-20.770
313.3750	76.097	-145.288	-20.964
313.4167	76.097	-145.289	-20.600
313.4583	76.097	-145.291	-20.396
313.5000	76.097	-145.294	-19.557
313.5417	76.097	-145.297	-18.770
313.5833	76.096	-145.304	-18.020
313.6250	76.096	-145.312	-19.198
313.6667	76.095	-145.325	-18.775
313.7083	76.095	-145.342	-18.278
313.7500	76.095	-145.362	-17.961
313.7917	76.095	-145.385	-17.576
313.8333	76.096	-145.409	-16.719
313.8750	76.097	-145.435	-15.646
313.9167	76.098	-145.461	-15.491
313.9583	76.099	-145.486	-14.799
314.0000	76.100	-145.513	-14.522
314.0417	76.100	-145.540	-14.576
314.0833	76.101	-145.568	-14.140
314.1250	76.101	-145.596	-13.958
314.1667	76.101	-145.625	-13.634
314.2083	76.102	-145.657	-13.379
314.2500	76.102	-145.688	-13.013
314.2917	76.103	-145.720	-13.016
314.3333	76.105	-145.750	-13.360
314.3750	76.107	-145.777	-13.141
314.4167	76.109	-145.803	-13.552
314.4583	76.111	-145.826	-14.213
314.5000	76.112	-145.848	-13.566
314.5417	76.114	-145.871	-12.832
314.5833	76.115	-145.895	-12.601
314.6250	76.117	-145.918	-12.284
314.6667	76.118	-145.942	-12.289
314.7083	76.120	-145.968	-12.763
314.7500	76.123	-145.993	-12.713
314.7917	76.125	-146.017	-12.337
314.8333	76.128	-146.038	-12.178
314.8750	76.130	-146.057	-12.400
314.9167	76.132	-146.077	-13.077
314.9583	76.133	-146.096	-13.508
315.0000	76.135	-146.113	-13.433
315.0417	76.136	-146.129	-14.241
315.0833	76.137	-146.145	-15.048
315.1250	76.138	-146.160	-15.399
315.1667	76.139	-146.176	-16.294
315.2083	76.140	-146.192	-16.038
315.2500	76.142	-146.207	-15.417
315.2917	76.143	-146.223	-15.777
315.3333	76.145	-146.239	-15.054
315.3750	76.147	-146.255	-14.384
315.4167	76.149	-146.271	-14.369
315.4583	76.150	-146.287	-14.428
315.5000	76.152	-146.306	-14.181
315.5417	76.153	-146.325	-13.551
315.5833	76.155	-146.347	-12.591
315.6250	76.157	-146.369	-11.820
315.6667	76.160	-146.392	-11.102
315.7083	76.162	-146.415	-10.715
315.7500	76.164	-146.438	-10.715
315.7917	76.167	-146.460	-11.163
315.8333	76.169	-146.483	-11.244
315.8750	76.172	-146.505	-11.378
315.9167	76.174	-146.526	-11.568
315.9583	76.176	-146.543	-11.717
316.0000	76.177	-146.558	-11.429
316.0417	76.178	-146.570	-10.944
316.0833	76.179	-146.578	-10.574
316.1250	76.179	-146.583	-10.430
316.1667	76.179	-146.586	-9.826
316.2083	76.179	-146.587	-9.844
316.2500	76.179	-146.586	-9.465
316.2917	76.178	-146.584	-9.442
316.3333	76.177	-146.578	-10.033
316.3750	76.176	-146.570	-10.515
316.4167	76.175	-146.558	-10.806
316.4583	76.173	-146.542	-10.977
316.5000	76.171	-146.523	-11.391
316.5417	76.169	-146.501	-11.801
316.5833	76.167	-146.478	-11.616
316.6250	76.164	-146.454	-12.508
316.6667	76.161	-146.433	-12.669
316.7083	76.158	-146.411	-12.608
316.7500	76.156	-146.390	-13.306
316.7917	76.154	-146.368	-13.639
316.8333	76.152	-146.346	-13.308
316.8750	76.150	-146.324	-13.744
316.9167	76.149	-146.302	-13.972
316.9583	76.147	-146.278	-14.126
317.0000	76.145	-146.252	-14.630
317.0417	76.142	-146.225	-15.240
317.0833	76.139	-146.199	-14.737
317.1250	76.135	-146.173	-14.216
317.1667	76.131	-146.147	-14.232
317.2083	76.126	-146.122	-13.862
317.2500	76.121	-146.097	-13.860
317.2917	76.116	-146.073	-13.940
317.3333	76.111	-146.050	-13.834
317.3750	76.107	-146.028	-13.782
317.4167	76.103	-146.006	-13.990
317.4583	76.099	-145.987	-14.089
317.5000	76.096	-145.968	-14.482
317.5417	76.092	-145.952	-14.872
317.5833	76.088	-145.935	-15.259
317.6250	76.085	-145.920	-15.860
317.6667	76.081	-145.907	-17.011
317.7083	76.077	-145.896	-17.663
317.7500	76.074	-145.887	-19.506
317.7917	76.073	-145.880	-21.081
317.8333	76.071	-145.873	-22.499
317.8750	76.071	-145.867	-23.459
317.9167	76.071	-145.863	-24.380
317.9583	76.070	-145.859	-25.220
318.0000	76.069	-145.857	-25.539
318.0417	76.069	-145.856	-26.332
318.0833	76.067	-145.856	-26.643
318.1250	76.066	-145.857	-26.639
318.1667	76.065	-145.859	-27.088
318.2083	76.064	-145.862	-27.037
318.2500	76.064	-145.867	-25.966
318.2917	76.064	-145.874	-19.935
318.3333	76.064	-145.882	-15.989
318.3750	76.066	-145.893	-14.794
318.4167	76.068	-145.904	-14.406
318.4583	76.070	-145.916	-14.544
318.5000	76.072	-145.927	-14.930
318.5417	76.074	-145.939	-14.018
318.5833	76.076	-145.953	-13.664
318.6250	76.078	-145.966	-13.409
318.6667	76.080	-145.979	-13.406
318.7083	76.082	-145.994	-13.108
318.7500	76.084	-146.008	-13.157
318.7917	76.087	-146.020	-13.055
318.8333	76.089	-146.032	-13.254
318.8750	76.092	-146.042	-13.733
318.9167			-14.241
318.9583			-15.031
319.0000	76.097	-146.076	-15.752
319.0417	76.098	-146.088	-15.423
319.0833	76.100	-146.100	-15.779
319.1250	76.101	-146.110	-16.486
319.1667	76.101	-146.121	-17.901
319.2083	76.102	-146.132	-19.089
319.2500			-19.720
319.2917	76.103	-146.154	-20.738
319.3333	76.103	-146.163	-21.220
319.3750	76.103	-146.173	-20.429
319.4167	76.103	-146.184	-19.800
319.4583	76.104	-146.195	-20.011
319.5000	76.104	-146.205	-19.883
319.5417	76.105	-146.215	-19.511
319.5833	76.106	-146.224	-19.866
319.6250	76.107	-146.232	-19.880
319.6667	76.107	-146.240	-20.510
319.7083	76.108	-146.247	-20.994
319.7500			-21.313
319.7917			
319.8333	76.110	-146.264	
319.8750	76.110	-146.269	-27.227
319.9167	76.110	-146.274	-26.889
319.9583	76.111	-146.280	
320.0000	76.111	-146.285	
320.0417	76.111	-146.291	-27.986
320.0833	76.112	-146.296	-29.207
320.1250	76.112	-146.303	-29.108
320.1667	76.112	-146.310	-29.780
320.2083	76.113	-146.316	-30.054
320.2500	76.113	-146.322	-31.522
320.2917			-31.852
320.3333	76.113	-146.332	-31.729
320.3750	76.114	-146.337	-32.797
320.4167	76.114	-146.342	-32.796
320.4583	76.114	-146.347	-32.531
320.5000	76.114	-146.351	-32.424
320.5417	76.114	-146.357	-32.667
320.5833	76.114	-146.363	-31.566
320.6250	76.114	-146.368	-32.081
320.6667	76.115	-146.374	-32.989
320.7083	76.115	-146.380	-33.437
320.7500	76.115	-146.386	-33.727
320.7917	76.114	-146.391	-33.791
320.8333	76.114	-146.396	-33.918
320.8750	76.114	-146.401	-33.730
320.9167	76.114	-146.405	-33.347
320.9583	76.114	-146.409	-33.708
321.0000	76.114	-146.413	-33.516
321.0417	76.113	-146.418	-33.203
321.0833	76.113	-146.422	-32.659
321.1250	76.113	-146.427	-32.262
321.1667	76.113	-146.432	-32.998
321.2083	76.112	-146.437	-33.472
321.2500	76.112	-146.441	-33.899
321.2917	76.111	-146.445	-34.124
321.3333	76.111	-146.450	-33.744
321.3750	76.111	-146.453	-33.866
321.4167	76.110	-146.457	-33.152
321.4583	76.109	-146.461	-32.668
321.5000	76.108	-146.465	-32.466
321.5417	76.107	-146.470	-32.875
321.5833	76.107	-146.475	-32.387
321.6250	76.106	-146.479	-31.119
321.6667	76.105	-146.485	-31.401
321.7083	76.104	-146.489	-29.498
321.7500	76.103	-146.494	-28.689
321.7917	76.102	-146.499	-29.651
321.8333	76.102	-146.504	-30.905
321.8750	76.101	-146.508	-31.310
321.9167			-31.525
321.9583	76.100	-146.518	-32.058
322.0000	76.099	-146.524	-32.428
322.0417	76.098	-146.530	-32.521
322.0833	76.097	-146.537	-33.164
322.1250	76.096	-146.545	-32.562
322.1667	76.094	-146.553	-32.464
322.2083	76.093	-146.562	-32.069
322.2500	76.092	-146.571	-31.316
322.2917	76.091	-146.580	-32.461
322.3333	76.090	-146.589	-32.643
322.3750	76.089	-146.598	-32.702
322.4167	76.088	-146.607	-32.637
322.4583	76.087	-146.615	-32.580
322.5000	76.086	-146.625	-32.580
322.5417	76.086	-146.635	-32.323
322.5833			-32.291
322.6250	76.084	-146.655	-32.518
322.6667			-32.515
322.7083	76.083	-146.678	-32.259
322.7500	76.083	-146.689	-32.134
322.7917	76.083	-146.701	-31.880
322.8333	76.084	-146.711	-31.536
322.8750	76.084	-146.722	-31.917
322.9167	76.084	-146.733	-31.821
322.9583	76.084	-146.744	-32.105
323.0000	76.084	-146.755	-32.233
323.0417			-32.211
323.0833			-31.583
323.1250			-30.926
323.1667			-30.032
323.2083			-29.510
323.2500			-30.275
323.2917			-30.046
323.3333			-29.560
323.3750			-30.000
323.4167			-29.782
323.4583			-29.769
323.5000			-29.438
323.5417			-28.246
323.5833			-28.572
323.6250			-28.968
323.6667			-28.452
323.7083			-28.746
323.7500			-28.419
323.7917			-28.530
323.8333			-28.225
323.8750			-27.149
323.9167			-26.279
323.9583	76.085	-146.762	-25.684
324.0000	76.109	-147.065	-24.650
324.0417	76.112	-147.076	-23.979
324.0833	76.114	-147.087	-23.311
324.1250	76.116	-147.096	-22.856
324.1667	76.118	-147.103	-21.958
324.2083	76.120	-147.111	-21.605
324.2500	76.122	-147.118	-21.110
324.2917	76.123	-147.125	-21.376
324.3333	76.125	-147.131	-21.286
324.3750	76.126	-147.137	-21.415
324.4167	76.127	-147.142	-21.162
324.4583	76.128	-147.147	-21.238
324.5000	76.130	-147.151	-21.099
324.5417	76.131	-147.155	-21.065
324.5833	76.132	-147.159	-21.874
324.6250	76.133	-147.163	-23.572
324.6667	76.133	-147.166	-24.746
324.7083	76.134	-147.170	-23.984
324.7500	76.135	-147.172	-24.853
324.7917	76.136	-147.175	-25.805
324.8333	76.137	-147.177	-27.273
324.8750	76.138	-147.179	-28.249
324.9167	76.139	-147.182	-29.157
324.9583	76.139	-147.183	-30.369
325.0000	76.140	-147.186	-31.426
325.0417	76.141	-147.188	-31.801
325.0833	76.142	-147.190	-30.550
325.1250	76.142	-147.192	-29.980
325.1667	76.143	-147.195	-25.331
325.2083	76.144	-147.197	-23.218
325.2500	76.145	-147.200	-21.324
325.2917	76.146	-147.202	-20.575
325.3333	76.147	-147.204	-20.001
325.3750	76.148	-147.206	-19.729
325.4167	76.149	-147.209	-19.513
325.4583	76.150	-147.211	-19.372
325.5000	76.151	-147.212	-19.271
325.5417	76.152	-147.214	-19.378
325.5833	76.152	-147.215	-19.432
325.6250	76.153	-147.217	-19.000
325.6667	76.154	-147.220	-19.163
325.7083	76.155	-147.222	-19.026
325.7500	76.156	-147.224	-19.136
325.7917	76.157	-147.226	-18.676
325.8333	76.158	-147.228	-18.893
325.8750	76.159	-147.231	-18.785
325.9167	76.160	-147.233	-18.864
325.9583	76.161	-147.236	-19.100
326.0000	76.162	-147.239	-19.396
326.0417	76.164	-147.241	-19.741
326.0833	76.165	-147.243	-20.186
326.1250	76.166	-147.247	-21.266
326.1667	76.167	-147.250	-21.062
326.2083	76.169	-147.254	-19.982
326.2500	76.170	-147.259	-19.230
326.2917	76.171	-147.263	-18.617
326.3333	76.173	-147.268	-17.793
326.3750	76.175	-147.275	-16.555
326.4167	76.176	-147.280	-15.747
326.4583	76.179	-147.285	-16.222
326.5000	76.181	-147.291	-16.601
326.5417	76.184	-147.297	-18.532
326.5833	76.186	-147.304	-18.732
326.6250	76.188	-147.310	-18.422
326.6667	76.191	-147.317	-18.577
326.7083	76.193	-147.324	-19.016
326.7500	76.195	-147.332	-18.715
326.7917	76.197	-147.340	-18.134
326.8333	76.199	-147.350	-17.835
326.8750	76.202	-147.359	-18.285
326.9167	76.204	-147.369	-19.474
326.9583	76.207	-147.378	-18.497
327.0000			-17.227
327.0417	76.212	-147.396	-17.305
327.0833	76.214	-147.406	-17.439
327.1250	76.217	-147.416	-17.096
327.1667	76.219	-147.428	-17.203
327.2083	76.221	-147.440	-17.021
327.2500	76.224	-147.453	-17.023
327.2917	76.226	-147.466	-17.153
327.3333	76.228	-147.481	-17.410
327.3750	76.230	-147.497	-17.602
327.4167	76.232	-147.515	-18.159
327.4583	76.233	-147.534	-18.320
327.5000	76.234	-147.554	-18.432
327.5417	76.234	-147.574	-18.488
327.5833	76.235	-147.595	-18.352
327.6250	76.234	-147.617	-18.245
327.6667	76.234	-147.639	-17.922
327.7083	76.234	-147.661	-17.473
327.7500	76.234	-147.680	-17.203
327.7917	76.234	-147.700	-16.970
327.8333	76.235	-147.717	-16.579
327.8750	76.236	-147.733	-16.318
327.9167	76.237	-147.746	-15.976
327.9583	76.239	-147.758	-15.570
328.0000	76.242	-147.769	-15.054
328.0417	76.243	-147.780	-14.819
328.0833	76.245	-147.791	-14.767
328.1250	76.247	-147.801	-14.357
328.1667	76.248	-147.810	-14.384
328.2083	76.249	-147.817	-14.483
328.2500	76.251	-147.823	-14.971
328.2917	76.251	-147.829	-14.818
328.3333	76.252	-147.832	-15.488
328.3750	76.252	-147.834	-17.751
328.4167	76.253	-147.834	-24.217
328.4583	76.253	-147.832	-27.427
328.5000	76.254	-147.827	-28.397
328.5417	76.254	-147.821	-29.484
328.5833	76.254	-147.815	-29.239
328.6250	76.254	-147.808	-29.692
328.6667	76.254	-147.802	-29.886
328.7083	76.254	-147.796	-30.795
328.7500	76.254	-147.791	-31.015
328.7917			-31.417
328.8333	76.254	-147.783	-32.189
328.8750	76.254	-147.781	-31.819
328.9167	76.255	-147.777	-31.824
328.9583	76.255	-147.774	-33.096
329.0000	76.256	-147.769	-35.528
329.0417	76.256	-147.764	-36.189
329.0833	76.257	-147.758	-35.685
329.1250	76.257	-147.752	-36.249
329.1667	76.257	-147.747	-36.620
329.2083	76.257	-147.741	-36.653
329.2500	76.257	-147.735	-36.989
329.2917	76.257	-147.730	-37.263
329.3333	76.257	-147.725	-37.195
329.3750	76.257	-147.722	-37.940
329.4167	76.258	-147.717	-38.800
329.4583	76.258	-147.713	-39.355
329.5000	76.259	-147.707	-38.907
329.5417	76.260	-147.702	-38.162
329.5833	76.260	-147.695	-38.978
329.6250	76.261	-147.689	-38.080
329.6667	76.261	-147.684	-37.991
329.7083	76.262	-147.678	-32.242
329.7500	76.262	-147.674	-27.210
329.7917	76.263	-147.671	-25.971
329.8333	76.263	-147.670	-25.608
329.8750	76.264	-147.671	-25.513
329.9167	76.264	-147.672	-26.259
329.9583	76.264	-147.673	-28.375
330.0000	76.265	-147.674	-31.792
330.0417	76.265	-147.675	-30.260
330.0833	76.265	-147.677	-27.989
330.1250	76.265	-147.679	-25.928
330.1667	76.264	-147.681	-24.364
330.2083	76.263	-147.683	-24.389
330.2500	76.261	-147.684	-22.566
330.2917	76.259	-147.687	-21.400
330.3333	76.256	-147.691	-20.493
330.3750	76.253	-147.696	-20.216
330.4167	76.249	-147.704	-20.136
330.4583	76.245	-147.709	-20.323
330.5000	76.240	-147.714	-20.079
330.5417	76.235	-147.718	-19.945
330.5833	76.231	-147.722	-19.809
330.6250	76.226	-147.724	-19.652
330.6667	76.222	-147.724	-19.876
330.7083	76.218	-147.723	-20.881
330.7500	76.214	-147.723	-22.267
330.7917	76.212	-147.722	-23.817
330.8333	76.209	-147.719	-23.506
330.8750	76.207	-147.716	-23.951
330.9167	76.205	-147.713	-23.897
330.9583	76.203	-147.711	-25.867
331.0000	76.201	-147.709	-26.085
331.0417	76.200	-147.709	-26.694
331.0833	76.199	-147.708	-29.499
331.1250	76.197	-147.708	-30.147
331.1667	76.196	-147.707	-29.084
331.2083	76.194	-147.706	-29.630
331.2500	76.192	-147.705	-29.865
331.2917	76.190	-147.704	-28.735
331.3333	76.187	-147.705	-26.812
331.3750	76.185	-147.706	-24.787
331.4167	76.183	-147.708	-23.555
331.4583	76.181	-147.710	-23.066
331.5000	76.179	-147.711	-22.234
331.5417	76.177	-147.712	-21.870
331.5833	76.174	-147.712	-21.084
331.6250	76.172	-147.711	-21.209
331.6667	76.170	-147.710	-21.416
331.7083	76.168	-147.706	-23.110
331.7500	76.167	-147.703	-25.872
331.7917	76.165	-147.699	-27.435
331.8333	76.163	-147.695	-27.258
331.8750	76.161	-147.689	-27.479
331.9167	76.159	-147.684	-27.434
331.9583	76.157	-147.677	-25.301
332.0000	76.155	-147.671	-29.439
332.0417	76.153	-147.664	-31.380
332.0833	76.151	-147.657	-32.008
332.1250	76.148	-147.650	-32.770
332.1667	76.146	-147.642	-33.411
332.2083	76.144	-147.635	-33.765
332.2500	76.142	-147.628	-34.086
332.2917	76.140	-147.620	-34.347
332.3333	76.138	-147.611	-34.708
332.3750	76.136	-147.601	-34.451
332.4167	76.134	-147.593	-34.692
332.4583	76.132	-147.585	-34.407
332.5000	76.130	-147.578	-34.088
332.5417	76.129	-147.573	-34.660
332.5833	76.128	-147.567	-35.466
332.6250	76.127	-147.562	-35.900
332.6667	76.125	-147.558	-35.936
332.7083	76.125	-147.554	-35.819
332.7500	76.124	-147.550	-35.868
332.7917	76.124	-147.547	-36.815
332.8333	76.123	-147.544	-37.344
332.8750	76.123	-147.541	-37.832
332.9167			-38.204
332.9583	76.124	-147.538	
333.0000	76.124	-147.538	-33.513
333.0417	76.124	-147.541	-31.582
333.0833	76.124	-147.545	-30.195
333.1250	76.125	-147.551	-29.253
333.1667	76.125	-147.558	-28.399
333.2083	76.126	-147.566	-28.823
333.2500	76.126	-147.575	-28.986
333.2917	76.126	-147.585	-27.707
333.3333	76.127	-147.596	-26.917
333.3750	76.127	-147.609	-26.187
333.4167	76.128	-147.624	-25.134
333.4583	76.128	-147.638	-25.220
333.5000	76.129	-147.655	-24.809
333.5417	76.129	-147.673	-24.368
333.5833	76.130	-147.692	-23.579
333.6250	76.130	-147.711	-22.512
333.6667	76.131	-147.730	-21.265
333.7083	76.132	-147.746	-19.620
333.7500	76.133	-147.762	-18.805
333.7917	76.134	-147.777	-18.477
333.8333	76.135	-147.790	-18.561
333.8750	76.136	-147.803	-18.532
333.9167	76.137	-147.816	-18.348
333.9583	76.138	-147.827	-18.029
334.0000			-17.735
334.0417	76.139	-147.849	-17.387
334.0833	76.139	-147.856	-17.975
334.1250	76.140	-147.859	-17.885
334.1667	76.142	-147.857	-18.433
334.2083	76.143	-147.852	-23.817
334.2500	76.145	-147.842	-24.679
334.2917	76.147	-147.829	-26.759
334.3333	76.149	-147.814	-28.367
334.3750	76.151	-147.799	-28.850
334.4167	76.153	-147.782	-29.187
334.4583	76.154	-147.764	-29.032
334.5000	76.155	-147.743	-29.270
334.5417	76.155	-147.721	-29.633
334.5833	76.155	-147.697	-29.473
334.6250	76.155	-147.673	-29.534
334.6667	76.155	-147.649	-29.903
334.7083	76.154	-147.626	-30.521
334.7500	76.153	-147.604	-30.923
334.7917	76.152	-147.581	-30.510
334.8333	76.150	-147.560	-31.761
334.8750	76.149	-147.540	-32.549
334.9167	76.148	-147.522	-32.996
334.9583	76.148	-147.506	-32.966
335.0000			-34.289
335.0417			-34.384
335.0833			-34.184
335.1250			-34.052
335.1667			-35.290
335.2083			-36.521
335.2500	76.142	-147.421	-38.044
335.2917	76.141	-147.414	-37.872
335.3333	76.141	-147.407	-37.599
335.3750	76.141	-147.401	-38.288
335.4167	76.140	-147.397	-40.529
335.4583	76.140	-147.394	-42.737
335.5000	76.141	-147.393	-43.504
335.5417	76.141	-147.393	-43.876
335.5833	76.141	-147.394	-44.062
