Julian Day	Latitude	Longitude	Ts
from 1/1/97	(deg)	(deg)	(deg C)

486.9167	75.953	-165.677	-18.392
486.9583	75.956	-165.652	-18.065
487.0000	75.958	-165.628	-18.145
487.0417	75.960	-165.607	-17.999
487.0833	75.961	-165.587	-17.979
487.1250	75.963	-165.571	-18.118
487.1667	75.964	-165.556	-18.230
487.2083	75.967	-165.544	-18.607
487.2500	75.969	-165.534	-18.722
487.2917	75.972	-165.525	-18.436
487.3333	75.975	-165.517	-18.573
487.3750	75.978	-165.510	-18.278
487.4167	75.981	-165.504	-18.469
487.4583	75.983	-165.499	-18.517
487.5000	75.985	-165.496	-18.459
487.5417	75.986	-165.494	-19.394
487.5833	75.987	-165.494	-20.470
487.6250	75.988	-165.495	-23.308
487.6667	75.990	-165.496	-21.345
487.7083	75.992	-165.498	-20.422
487.7500	75.994	-165.499	-20.424
487.7917	75.996	-165.499	-19.560
487.8333	75.998	-165.497	-19.278
487.8750	76.000	-165.496	-19.322
487.9167	76.002	-165.493	-19.159
487.9583	76.003	-165.492	-18.870
488.0000	76.004	-165.491	-18.502
488.0417	76.005	-165.491	-18.699
488.0833	76.006	-165.492	-18.635
488.1250	76.006	-165.494	-18.624
488.1667	76.007	-165.496	-17.938
488.2083	76.007	-165.498	-17.363
488.2500	76.008	-165.499	-17.524
488.2917	76.009	-165.500	-17.654
488.3333	76.009	-165.502	-17.608
488.3750	76.010	-165.503	-17.583
488.4167	76.010	-165.503	-17.478
488.4583	76.011	-165.504	-17.585
488.5000	76.011	-165.504	-17.585
488.5417	76.011	-165.504	-17.535
488.5833	76.012	-165.504	-17.324
488.6250	76.011	-165.505	-16.955
488.6667	76.011	-165.505	-16.639
488.7083	76.011	-165.506	-16.507
488.7500	76.011	-165.505	-16.427
488.7917	76.011	-165.505	-17.107
488.8333	76.011	-165.503	-17.398
488.8750	76.010	-165.502	-17.238
488.9167	76.010	-165.499	-16.528
488.9583	76.009	-165.495	-16.136
489.0000	76.008	-165.491	-15.536
489.0417	76.007	-165.487	-15.953
489.0833	76.006	-165.482	-15.878
489.1250	76.005	-165.479	-15.883
489.1667	76.005	-165.476	-15.780
489.2083	76.004	-165.473	-16.145
489.2500	76.004	-165.470	-16.824
489.2917	76.004	-165.467	-17.347
489.3333	76.005	-165.463	-17.844
489.3750	76.005	-165.458	-17.867
489.4167	76.005	-165.452	-17.864
489.4583	76.006	-165.446	-18.067
489.5000	76.006	-165.440	-18.354
489.5417	76.006	-165.434	-21.464
489.5833	76.006	-165.428	-19.093
489.6250	76.007	-165.423	-18.038
489.6667	76.007	-165.418	-17.321
489.7083	76.007	-165.414	-16.790
489.7500	76.008	-165.409	-16.261
489.7917	76.009	-165.403	-15.874
489.8333	76.010	-165.397	-15.616
489.8750	76.011	-165.389	-15.360
489.9167	76.012	-165.379	-15.049
489.9583	76.013	-165.368	-14.927
490.0000	76.013	-165.357	-14.853
490.0417	76.014	-165.346	-14.902
490.0833	76.014	-165.337	-14.979
490.1250	76.015	-165.328	-14.955
490.1667	76.015	-165.321	-15.110
490.2083	76.016	-165.314	-15.290
490.2500	76.017	-165.309	-15.495
490.2917	76.018	-165.305	-15.727
490.3333	76.019	-165.302	-15.807
490.3750	76.021	-165.296	-15.600
490.4167	76.022	-165.292	-15.887
490.4583	76.024	-165.287	-16.123
490.5000	76.025	-165.281	-16.279
490.5417	76.026	-165.275	-16.096
490.5833	76.027	-165.271	-16.386
490.6250	76.028	-165.268	-16.121
490.6667	76.029	-165.265	-16.045
490.7083	76.030	-165.264	-15.653
490.7500	76.032	-165.262	-15.445
490.7917	76.034	-165.260	-15.264
490.8333	76.036	-165.258	-14.787
490.8750	76.038	-165.254	-14.870
490.9167	76.040	-165.248	-14.977
490.9583	76.042	-165.243	-15.106
491.0000	76.044	-165.237	-15.080
491.0417	76.045	-165.231	-14.764
491.0833	76.046	-165.227	-15.026
491.1250	76.047	-165.224	-14.949
491.1667	76.048	-165.223	-15.070
491.2083	76.049	-165.225	-15.773
491.2500	76.050	-165.227	-16.345
491.2917	76.051	-165.231	-16.461
491.3333	76.052	-165.234	-17.741
491.3750	76.053	-165.235	-19.993
491.4167	76.054	-165.237	-20.340
491.4583	76.055	-165.238	-19.680
491.5000	76.245	-165.184	-20.642
491.5417	76.457	-165.238	-22.690
491.5833	76.056	-165.235	-23.421
491.6250	76.056	-165.236	-23.433
491.6667	76.057	-165.237	-23.229
491.7083	76.057	-165.239	-21.030
491.7500	76.057	-165.240	-17.797
491.7917	76.058	-165.242	-16.803
491.8333	76.058	-165.244	-16.574
491.8750	76.059	-165.244	-16.280
491.9167	76.060	-165.243	-15.885
491.9583	76.060	-165.239	-15.756
492.0000	76.060	-165.234	-15.937
492.0417	76.060	-165.230	-16.253
492.0833	76.060	-165.225	-16.590
492.1250	76.059	-165.217	-17.044
492.1667	76.058	-165.209	-18.353
492.2083	76.058	-165.204	-20.640
492.2500	76.057	-165.198	-22.924
492.2917	76.057	-165.193	-24.587
492.3333	76.058	-165.188	-25.641
492.3750	76.059	-165.182	-21.638
492.4167	76.060	-165.177	-19.171
492.4583	76.061	-165.171	-18.420
492.5000	76.063	-165.165	-17.675
492.5417	76.064	-165.157	-17.119
492.5833	76.065	-165.149	-17.034
492.6250	76.066	-165.141	-17.337
492.6667	76.067	-165.133	-17.253
492.7083	76.068	-165.125	-16.778
492.7500	76.070	-165.116	-16.460
492.7917	76.071	-165.107	-16.160
492.8333	76.073	-165.097	-16.214
492.8750	76.075	-165.086	-15.765
492.9167	76.076	-165.075	-15.390
492.9583	76.078	-165.063	-15.446
493.0000	76.080	-165.051	-15.237
493.0417	76.081	-165.038	-15.191
493.0833	76.083	-165.026	-15.248
493.1250	76.083	-165.016	-15.728
493.1667	76.084	-165.007	-16.155
493.2083	76.085	-164.999	-16.374
493.2500	76.085	-164.992	-16.931
493.2917	76.087	-164.985	-17.080
493.3333	76.088	-164.979	-17.300
493.3750	76.091	-164.973	-17.825
493.4167	76.093	-164.966	-18.227
493.4583	76.095	-164.957	-18.580
493.5000	76.097	-164.950	-18.385
493.5417	76.099	-164.941	-18.150
493.5833	76.100	-164.933	-17.991
493.6250	76.102	-164.926	-17.832
493.6667	76.103	-164.919	-17.618
493.7083	76.104	-164.913	-17.513
493.7500	76.105	-164.907	-17.222
493.7917	76.106	-164.900	-16.667
493.8333	76.107	-164.894	-16.479
493.8750	76.109	-164.888	-16.392
493.9167	76.110	-164.881	-16.047
493.9583	76.112	-164.874	-15.859
494.0000	76.113	-164.865	-15.523
494.0417	76.114	-164.859	-15.239
494.0833	76.115	-164.853	-15.138
494.1250	76.115	-164.848	-15.168
494.1667	76.115	-164.844	-15.124
494.2083	76.115	-164.841	-15.363
494.2500	76.115	-164.838	-15.676
494.2917	76.115	-164.837	-15.834
494.3333	76.116	-164.836	-16.697
494.3750	76.117	-164.835	-16.406
494.4167	76.118	-164.835	-17.824
494.4583	76.119	-164.834	-17.559
494.5000	76.120	-164.833	-16.885
494.5417	76.121	-164.832	-17.044
494.5833	76.121	-164.831	-16.809
494.6250	76.122	-164.830	-16.599
494.6667	76.122	-164.831	-16.546
494.7083	76.122	-164.832	-16.310
494.7500	76.122	-164.835	-15.893
494.7917	76.122	-164.838	-16.035
494.8333	76.122	-164.843	-15.865
494.8750	76.123	-164.847	-15.521
494.9167	76.123	-164.853	-15.918
494.9583	76.124	-164.857	-16.412
495.0000	76.125	-164.859	-16.042
495.0417	76.126	-164.862	-15.885
495.0833	76.126	-164.866	-15.830
495.1250	76.126	-164.870	-16.143
495.1667	76.127	-164.877	-16.563
495.2083	76.127	-164.884	-17.172
495.2500	76.128	-164.891	-17.658
495.2917	76.128	-164.900	-18.386
495.3333	76.129	-164.909	-17.159
495.3750	76.130	-164.917	-14.846
495.4167	76.130	-164.926	-14.182
495.4583	76.131	-164.935	-13.547
495.5000	76.131	-164.945	-12.992
495.5417	76.132	-164.955	-12.465
495.5833	76.132	-164.966	-12.142
495.6250	76.133	-164.978	-11.697
495.6667	76.133	-164.992	-11.200
495.7083	76.134	-165.006	-10.707
495.7500	76.134	-165.023	-9.963
495.7917	76.135	-165.042	-9.231
495.8333	76.136	-165.062	-8.635
495.8750	76.137	-165.082	-8.866
495.9167	76.138	-165.102	-8.505
495.9583	76.139	-165.121	-8.009
496.0000	76.140	-165.140	-7.679
496.0417	76.141	-165.158	-7.236
496.0833	76.141	-165.175	-7.014
496.1250	76.142	-165.192	-6.918
496.1667	76.142	-165.208	-6.840
496.2083	76.142	-165.225	-7.009
496.2500	76.142	-165.241	-6.931
496.2917	76.142	-165.258	-6.589
496.3333	76.143	-165.273	-6.453
496.3750	76.143	-165.289	-6.517
496.4167	76.143	-165.304	-6.813
496.4583	76.144	-165.317	-7.005
496.5000	76.144	-165.329	-7.169
496.5417	76.145	-165.340	-7.236
496.5833	76.145	-165.350	-7.544
496.6250	76.145	-165.359	-8.137
496.6667	76.146	-165.368	-7.876
496.7083	76.146	-165.377	-8.020
496.7500	76.146	-165.387	-6.985
496.7917	76.146	-165.397	-7.192
496.8333	76.147	-165.407	-6.854
496.8750	76.147	-165.416	-6.903
496.9167	76.148	-165.424	-6.283
496.9583	76.149	-165.430	-5.916
497.0000	76.150	-165.435	-5.891
497.0417	76.151	-165.438	-5.649
497.0833	76.152	-165.441	-5.753
497.1250	76.153	-165.443	-6.701
497.1667	76.154	-165.443	-7.842
497.2083	76.154	-165.445	-8.753
497.2500	76.155	-165.446	-7.559
497.2917	76.156	-165.448	-7.410
497.3333	76.156	-165.448	-7.143
497.3750	76.157	-165.449	-7.120
497.4167	76.157	-165.448	-7.166
497.4583	76.158	-165.449	-7.048
497.5000	76.159	-165.448	-6.978
497.5417	76.159	-165.445	-6.884
497.5833	76.160	-165.441	-6.791
497.6250	76.162	-165.436	-6.674
497.6667	76.163	-165.431	-6.464
497.7083	76.164	-165.424	-6.348
497.7500	76.165	-165.416	-6.253
497.7917	76.166	-165.406	-6.136
497.8333	76.167	-165.397	-6.115
497.8750	76.168	-165.386	-6.225
497.9167	76.169	-165.374	-6.207
497.9583	76.171	-165.361	-6.257
498.0000	76.172	-165.346	-5.749
498.0417	76.173	-165.331	-5.811
498.0833	76.175	-165.316	-5.788
498.1250	76.176	-165.302	-5.736
498.1667	76.178	-165.289	-6.082
498.2083	76.179	-165.278	-6.364
498.2500	76.181	-165.266	-6.435
498.2917	76.182	-165.256	-6.706
498.3333	76.184	-165.245	-8.736
498.3750	76.185	-165.236	-11.204
498.4167	76.187	-165.228	-11.653
498.4583	76.189	-165.219	-8.907
498.5000	76.191	-165.210	-8.432
498.5417	76.193	-165.201	-7.754
498.5833	76.195	-165.193	-7.402
498.6250	76.197	-165.185	-7.278
498.6667	76.199	-165.179	-7.256
498.7083	76.202	-165.173	-6.698
498.7500	76.204	-165.169	-6.281
498.7917	76.206	-165.164	-6.166
498.8333	76.209	-165.158	-6.024
498.8750	76.212	-165.151	-5.742
498.9167	76.214	-165.146	-5.871
498.9583	76.217	-165.139	-5.598
499.0000	76.220	-165.132	-5.873
499.0417	76.223	-165.124	-5.780
499.0833	76.225	-165.115	-5.824
499.1250	76.226	-165.106	-6.010
499.1667	76.228	-165.098	-6.428
499.2083	76.230	-165.091	-7.035
499.2500	76.231	-165.088	-7.553
499.2917	76.233	-165.086	-8.456
499.3333	76.234	-165.085	-10.027
499.3750	76.236	-165.084	-9.405
499.4167	76.237	-165.083	-8.980
499.4583	76.239	-165.081	-9.106
499.5000	76.241	-165.079	-8.999
499.5417	76.242	-165.076	-8.863
499.5833	76.244	-165.073	-9.241
499.6250	76.245	-165.071	-9.193
499.6667	76.246	-165.069	-9.021
499.7083	76.246	-165.068	-9.380
499.7500	76.247	-165.069	-9.012
499.7917	76.248	-165.071	-8.445
499.8333	76.249	-165.073	-8.042
499.8750	76.251	-165.074	-7.878
499.9167	76.252	-165.077	-6.697
499.9583	76.254	-165.079	-8.556
500.0000	76.257	-165.082	-9.060
500.0417	76.259	-165.086	-7.853
500.0833	76.261	-165.094	-7.580
500.1250	76.263	-165.102	-7.528
500.1667	76.265	-165.113	-7.420
500.2083	76.267	-165.124	-6.924
500.2500	76.269	-165.134	-7.080
500.2917	76.272	-165.142	-7.150
500.3333	76.274	-165.151	-7.732
500.3750	76.276	-165.158	-8.144
500.4167	76.278	-165.165	-8.244
500.4583	76.280	-165.173	-8.587
500.5000	76.282	-165.180	-9.376
500.5417	76.284	-165.187	-8.821
500.5833	76.285	-165.194	-8.355
500.6250	76.287	-165.202	-8.595
500.6667	76.288	-165.211	-8.260
500.7083	76.290	-165.221	-7.457
500.7500	76.291	-165.231	-6.791
500.7917	76.292	-165.242	-6.756
500.8333	76.294	-165.253	-5.776
500.8750	76.296	-165.262	-5.303
500.9167	76.297	-165.272	-5.186
500.9583	76.298	-165.282	-5.232
501.0000	76.299	-165.293	-5.359
501.0417	76.300	-165.306	-5.314
501.0833	76.300	-165.317	-5.495
501.1250	76.301	-165.329	-5.110
501.1667	76.301	-165.343	-5.134
501.2083	76.302	-165.355	-5.183
501.2500	76.302	-165.366	-5.416
501.2917	76.303	-165.379	-6.035
501.3333	76.303	-165.393	-6.333
501.3750	76.304	-165.407	-6.505
501.4167	76.305	-165.422	-6.575
501.4583	76.305	-165.437	-6.095
501.5000	76.306	-165.453	-6.345
501.5417	76.306	-165.470	-6.273
501.5833	76.307	-165.487	-6.818
501.6250	76.308	-165.505	-6.893
501.6667	76.308	-165.524	-7.192
501.7083	76.309	-165.543	-7.898
501.7500	76.310	-165.561	-7.843
501.7917	76.311	-165.579	-7.236
501.8333	76.312	-165.596	-6.111
501.8750	76.314	-165.613	-6.200
501.9167	76.315	-165.628	-5.736
501.9583	76.317	-165.643	-5.183
502.0000	76.318	-165.658	-4.378
502.0417	76.320	-165.672	-4.036
502.0833	76.321	-165.687	-4.567
502.1250	76.322	-165.703	-4.840
502.1667	76.324	-165.716	-5.150
502.2083	76.324	-165.728	-5.099
502.2500	76.325	-165.739	-5.536
502.2917	76.325	-165.749	-6.588
502.3333	76.326	-165.759	-7.377
502.3750	76.326	-165.769	-7.909
502.4167	76.326	-165.779	-7.722
502.4583	76.326	-165.789	-7.109
502.5000	76.326	-165.799	-7.209
502.5417	76.325	-165.809	-8.016
502.5833	76.325	-165.820	-8.759
502.6250	76.324	-165.830	-9.093
502.6667	76.324	-165.841	-8.735
502.7083	76.323	-165.854	-8.117
502.7500	76.323	-165.867	-7.434
502.7917	76.323	-165.878	-7.215
502.8333	76.322	-165.889	-6.938
502.8750	76.322	-165.901	-6.234
502.9167	76.322	-165.914	-5.842
502.9583	76.321	-165.927	-5.794
503.0000	76.321	-165.941	-5.084
503.0417	76.320	-165.956	-4.537
503.0833	76.319	-165.972	-4.098
503.1250	76.319	-165.987	-3.883
503.1667	76.318	-166.004	-3.436
503.2083	76.318	-166.019	-3.306
503.2500	76.317	-166.034	-3.525
503.2917	76.317	-166.048	-3.672
503.3333	76.317	-166.061	-3.808
503.3750	76.317	-166.072	-4.102
503.4167	76.316	-166.083	-4.464
503.4583	76.316	-166.092	-4.987
503.5000	76.316	-166.101	-5.744
503.5417	76.315	-166.109	-6.323
503.5833	76.314	-166.119	-6.790
503.6250	76.313	-166.128	-6.837
503.6667	76.312	-166.137	-6.533
503.7083	76.311	-166.146	-6.323
503.7500	76.311	-166.160	-6.113
503.7917	76.312	-166.174	-5.996
503.8333	76.312	-166.189	-5.646
503.8750	76.313	-166.202	-5.644
503.9167	76.314	-166.214	-5.642
503.9583	76.315	-166.227	-5.594
504.0000	76.316	-166.238	-5.574
504.0417	76.316	-166.250	-5.392
504.0833	76.317	-166.260	-5.072
504.1250	76.318	-166.271	-4.687
504.1667	76.318	-166.280	-4.574
504.2083	76.318	-166.291	-4.848
504.2500	76.318	-166.302	-5.488
504.2917	76.319	-166.315	-5.897
504.3333	76.320	-166.328	-6.417
504.3750	76.321	-166.340	-6.701
504.4167	76.323	-166.351	-6.978
504.4583	76.323	-166.359	-7.243
504.5000	76.324	-166.367	-7.523
504.5417	76.324	-166.375	-7.801
504.5833	76.324	-166.383	-8.412
504.6250	76.323	-166.394	-9.261
504.6667	76.324	-166.404	-9.033
504.7083	76.324	-166.417	-9.695
504.7500	76.325	-166.431	-9.017
504.7917	76.326	-166.445	-9.000
504.8333	76.327	-166.457	-8.540
504.8750	76.328	-166.470	-8.076
504.9167	76.330	-166.484	-7.777
504.9583	76.331	-166.497	-6.977
505.0000	76.333	-166.509	-6.407
505.0417	76.333	-166.520	-6.014
505.0833	76.334	-166.529	-6.389
505.1250	76.334	-166.539	-7.109
505.1667	76.333	-166.548	-8.389
505.2083	76.333	-166.559	-8.898
505.2500	76.334	-166.569	-9.621
505.2917	76.334	-166.579	-10.473
505.3333	76.335	-166.588	-11.360
505.3750	76.336	-166.596	-11.934
505.4167	76.337	-166.603	-13.115
505.4583	76.339	-166.610	-14.029
505.5000	76.340	-166.614	-14.081
505.5417	76.341	-166.619	-13.726
505.5833	76.342	-166.624	-13.700
505.6250	76.342	-166.627	-13.447
505.6667	76.343	-166.631	-12.664
505.7083	76.343	-166.635	-11.861
505.7500	76.343	-166.639	-11.019
505.7917	76.344	-166.645	-10.184
505.8333	76.344	-166.650	-9.308
505.8750	76.345	-166.656	-8.586
505.9167	76.346	-166.661	-7.966
505.9583	76.347	-166.665	-7.605
506.0000	76.347	-166.667	-7.342
506.0417	76.348	-166.668	-7.317
506.0833	76.348	-166.668	-7.461
506.1250	76.348	-166.668	-7.872
506.1667	76.348	-166.668	-8.305
506.2083	76.347	-166.670	-9.246
506.2500	76.347	-166.673	-10.487
506.2917	76.347	-166.676	-10.431
506.3333	76.347	-166.679	-8.661
506.3750	76.347	-166.681	-8.495
506.4167	76.348	-166.682	-8.451
506.4583	76.348	-166.681	-8.060
506.5000	76.349	-166.679	-8.199
506.5417	76.350	-166.675	-8.782
506.5833	76.350	-166.670	-9.255
506.6250	76.351	-166.665	-10.028
506.6667	76.351	-166.661	-10.051
506.7083	76.350	-166.658	-10.108
506.7500	76.350	-166.656	-10.090
506.7917	76.350	-166.655	-10.288
506.8333	76.350	-166.655	-9.754
506.8750	76.351	-166.654	-9.126
506.9167	76.351	-166.651	-8.316
506.9583	76.351	-166.647	-7.804
507.0000	76.351	-166.639	-7.394
507.0417	76.351	-166.631	-7.187
507.0833	76.350	-166.623	-6.774
507.1250	76.350	-166.617	-7.123
507.1667	76.350	-166.610	-7.840
507.2083	76.349	-166.606	-9.267
507.2500	76.349	-166.603	-9.249
507.2917	76.348	-166.600	-11.052
507.3333	76.348	-166.598	-11.415
507.3750	76.348	-166.595	-13.610
507.4167	76.348	-166.593	-14.374
507.4583	76.349	-166.591	-14.809
507.5000	76.349	-166.587	-15.424
507.5417	76.349	-166.584	-15.526
507.5833	76.349	-166.582	-15.012
507.6250	76.350	-166.581	-14.118
507.6667	76.350	-166.581	-13.156
507.7083	76.350	-166.581	-12.318
507.7500	76.350	-166.584	-11.295
507.7917	76.349	-166.588	-10.279
507.8333	76.350	-166.595	-8.895
507.8750	76.351	-166.604	-7.539
507.9167	76.352	-166.611	-7.350
507.9583	76.353	-166.617	-6.919
508.0000	76.354	-166.620	-6.540
508.0417	76.354	-166.624	-6.398
508.0833	76.354	-166.624	-6.538
508.1250	76.354	-166.624	-6.938
508.1667	76.353	-166.623	-7.720
508.2083	76.353	-166.625	-8.750
508.2500	76.352	-166.627	-10.036
508.2917	76.352	-166.630	-11.339
508.3333	76.352	-166.634	-12.839
508.3750	76.352	-166.638	-14.006
508.4167	76.352	-166.642	-14.750
508.4583	76.352	-166.646	-15.395
508.5000	76.352	-166.650	-15.547
508.5417	76.352	-166.652	-15.287
508.5833	76.352	-166.656	-14.694
508.6250	76.351	-166.661	-13.951
508.6667			
508.7083	76.350	-166.675	
508.7500	76.350	-166.682	-10.615
508.7917	76.350	-166.690	-9.542
508.8333	76.349	-166.699	-8.698
508.8750	76.349	-166.707	-7.976
508.9167	76.350	-166.718	-7.503
508.9583	76.351	-166.728	-7.083
509.0000	76.352	-166.740	-5.227
509.0417	76.353	-166.749	-4.921
509.0833	76.354	-166.759	-4.877
509.1250	76.354	-166.769	-4.997
509.1667	76.355	-166.781	-5.259
509.2083	76.356	-166.794	-5.719
509.2500	76.357	-166.806	-6.251
509.2917	76.358	-166.819	-6.847
509.3333	76.359	-166.830	-8.890
509.3750	76.360	-166.842	-9.400
509.4167	76.361	-166.850	-9.790
509.4583	76.362	-166.858	-10.420
509.5000	76.363	-166.865	-10.840
509.5417	76.364	-166.871	-11.110
509.5833	76.364	-166.876	-10.830
509.6250	76.365	-166.884	-9.659
509.6667	76.366	-166.895	-9.109
509.7083	76.367	-166.907	-8.431
509.7500	76.367	-166.921	-7.530
509.7917	76.368	-166.934	-6.656
509.8333	76.369	-166.948	-5.920
509.8750	76.371	-166.963	-5.240
509.9167	76.373	-166.977	-4.818
509.9583	76.375	-166.991	-4.226
510.0000	76.377	-167.005	-3.766
510.0417	76.379	-167.018	-3.498
510.0833	76.381	-167.032	-3.484
510.1250	76.382	-167.046	-3.698
510.1667	76.384	-167.062	-3.952
510.2083	76.386	-167.078	-4.344
510.2500	76.389	-167.094	-4.812
510.2917	76.391	-167.110	-5.384
510.3333	76.393	-167.124	-5.790
510.3750	76.395	-167.138	-7.470
510.4167	76.397	-167.151	-8.140
510.4583	76.399	-167.162	-8.480
510.5000	76.401	-167.174	-7.736
510.5417	76.403	-167.185	-7.780
510.5833	76.405	-167.197	-7.954
510.6250	76.407	-167.209	-8.018
510.6667	76.408	-167.221	-7.506
510.7083	76.410	-167.236	-6.984
510.7500	76.412	-167.251	-5.802
510.7917	76.414	-167.268	-4.876
510.8333	76.417	-167.286	-3.990
510.8750	76.420	-167.303	-3.326
510.9167	76.423	-167.319	-2.624
510.9583	76.425	-167.334	-1.970
511.0000	76.429	-167.351	-1.742
511.0417	76.433	-167.367	-1.594
511.0833	76.437	-167.382	-1.120
511.1250	76.441	-167.396	-0.976
511.1667	76.445	-167.408	-1.068
511.2083	76.448	-167.420	-1.768
511.2500	76.451	-167.432	-2.634
511.2917	76.455	-167.445	-3.338
511.3333	76.457	-167.457	-3.776
511.3750	76.460	-167.469	-5.110
511.4167	76.462	-167.478	-5.720
511.4583	76.464	-167.484	-5.480
511.5000	76.466	-167.489	-5.850
511.5417	76.467	-167.494	-6.170
511.5833	76.469	-167.499	-6.490
511.6250	76.470	-167.504	-6.200
511.6667	76.472	-167.512	-6.002
511.7083	76.474	-167.522	-5.560
511.7500	76.476	-167.536	-5.074
511.7917	76.478	-167.552	-4.448
511.8333	76.481	-167.568	-3.996
511.8750	76.483	-167.584	-3.040
511.9167	76.486	-167.602	-2.888
511.9583	76.489	-167.619	-2.474
512.0000	76.491	-167.636	-2.564
512.0417	76.494	-167.654	-2.508
512.0833	76.497	-167.671	-2.424
512.1250	76.499	-167.689	-2.248
512.1667	76.501	-167.706	-2.188
512.2083	76.503	-167.728	-1.990
512.2500	76.506	-167.753	-2.096
512.2917	76.509	-167.778	-2.566
512.3333	76.512	-167.803	-2.840
512.3750	76.515	-167.828	-3.580
512.4167	76.517	-167.849	-3.602
512.4583	76.520	-167.870	-3.994
512.5000	76.523	-167.892	-4.414
512.5417	76.526	-167.912	-4.382
512.5833	76.528	-167.930	-3.436
512.6250	76.531	-167.945	-2.918
512.6667	76.534	-167.959	-2.658
512.7083	76.536	-167.971	-2.364
512.7500	76.539	-167.983	-2.324
512.7917	76.543	-167.992	-2.128
512.8333	76.546	-167.999	-1.662
512.8750	76.550	-168.005	-0.724
512.9167	76.554	-168.005	0.000
512.9583	76.559	-168.001	0.000
513.0000	76.564	-167.995	0.000
513.0417	76.568	-167.988	0.000
513.0833	76.573	-167.980	-0.108
513.1250	76.577	-167.972	-0.192
513.1667	76.580	-167.966	-0.348
513.2083	76.583	-167.961	-0.254
513.2500	76.587	-167.959	-0.472
513.2917	76.590	-167.958	-0.738
513.3333	76.593	-167.958	-1.010
513.3750	76.596	-167.958	-1.588
513.4167	76.599	-167.959	-1.948
513.4583	76.602	-167.958	-2.442
513.5000	76.605	-167.958	-2.818
513.5417	76.608	-167.959	-3.156
513.5833	76.610	-167.962	-2.456
513.6250	76.612	-167.966	-1.810
513.6667	76.614	-167.971	-1.632
513.7083	76.616	-167.977	-1.348
513.7500	76.619	-167.987	-0.890
513.7917	76.621	-167.997	-0.388
513.8333	76.623	-168.009	-0.054
513.8750	76.626	-168.021	0.000
513.9167	76.629	-168.034	0.000
513.9583	76.632	-168.047	0.000
514.0000	76.634	-168.060	0.000
514.0417	76.637	-168.073	0.000
514.0833	76.640	-168.085	0.000
514.1250	76.644	-168.097	0.000
514.1667	76.647	-168.106	0.000
514.2083	76.650	-168.113	0.000
514.2500	76.652	-168.120	0.000
514.2917	76.655	-168.125	0.000
514.3333	76.657	-168.130	0.000
514.3750	76.659	-168.135	0.000
514.4167	76.661	-168.140	0.000
514.4583	76.663	-168.144	0.000
514.5000	76.666	-168.146	0.000
514.5417	76.668	-168.146	0.000
514.5833	76.670	-168.144	0.000
514.6250	76.672	-168.142	0.000
514.6667	76.674	-168.138	0.000
514.7083	76.675	-168.133	0.000
514.7500	76.676	-168.128	0.000
514.7917	76.678	-168.122	0.000
514.8333	76.679	-168.114	0.000
514.8750	76.680	-168.106	0.000
514.9167	76.682	-168.095	0.000
514.9583	76.683	-168.081	0.000
515.0000	76.685	-168.066	0.000
515.0417	76.686	-168.048	0.000
515.0833	76.688	-168.027	0.000
515.1250	76.690	-168.005	0.000
515.1667	76.691	-167.983	0.000
515.2083	76.692	-167.959	0.000
515.2500	76.692	-167.936	0.000
515.2917	76.693	-167.914	0.000
515.3333	76.693	-167.891	0.000
515.3750	76.694	-167.867	0.000
515.4167	76.694	-167.842	0.000
515.4583	76.695	-167.816	-0.065
515.5000	76.695	-167.790	-0.105
515.5417	76.695	-167.767	-0.029
515.5833	76.694	-167.745	-0.281
515.6250	76.693	-167.724	-0.737
515.6667	76.692	-167.706	-0.733
515.7083	76.691	-167.692	-0.690
515.7500	76.690	-167.681	-0.460
515.7917	76.691	-167.672	-0.390
515.8333	76.692	-167.663	-0.360
515.8750	76.693	-167.654	-0.380
515.9167	76.695	-167.645	-0.253
515.9583	76.697	-167.635	0.000
516.0000	76.699	-167.623	-0.061
516.0417	76.700	-167.609	-0.143
516.0833	76.702	-167.597	-0.100
516.1250	76.703	-167.585	-0.570
516.1667	76.704	-167.575	-0.683
516.2083	76.705	-167.567	-0.775
516.2500	76.707	-167.560	-1.105
516.2917	76.708	-167.554	-1.009
516.3333	76.710	-167.546	-1.239
516.3750	76.712	-167.540	-2.207
516.4167	76.714	-167.534	-2.043
516.4583	76.716	-167.527	-1.685
516.5000	76.717	-167.520	-1.553
516.5417	76.719	-167.515	-1.097
516.5833	76.721	-167.509	-0.963
516.6250	76.722	-167.503	-0.975
516.6667	76.724	-167.497	-1.151
516.7083	76.726	-167.493	-1.233
516.7500	76.728	-167.487	-1.069
516.7917	76.730	-167.481	-1.100
516.8333	76.732	-167.475	-1.229
516.8750	76.735	-167.469	-1.070
516.9167	76.737	-167.464	-0.980
516.9583	76.740	-167.457	-1.380
517.0000	76.742	-167.451	-1.430
517.0417	76.744	-167.445	-1.559
517.0833	76.746	-167.441	-1.357
517.1250	76.749	-167.438	-1.353
517.1667	76.751	-167.436	-1.211
517.2083	76.753	-167.435	-0.767
517.2500	76.756	-167.435	-0.359
517.2917	76.759	-167.437	-0.279
517.3333	76.761	-167.436	-0.297
517.3750	76.764	-167.436	-0.325
517.4167	76.767	-167.435	-0.579
517.4583	76.769	-167.433	-0.757
517.5000	76.771	-167.432	-0.897
517.5417	76.773	-167.430	-1.039
517.5833	76.775	-167.430	-1.279
